station_id,station_name,temp,latitude,longitude,avg_trip_count,day_count,coords_x,coords_y
146,Loomis St & Jackson Blvd,40.0,41.8779,-87.662,8.214285714285714,154,-9758489.201919949,5142706.967423761
146,Loomis St & Jackson Blvd,45.0,41.8779,-87.662,9.416666666666666,144,-9758489.201919949,5142706.967423761
146,Loomis St & Jackson Blvd,50.0,41.8779,-87.662,12.033783783783784,148,-9758489.201919949,5142706.967423761
146,Loomis St & Jackson Blvd,55.0,41.8779,-87.662,14.41904761904762,105,-9758489.201919949,5142706.967423761
146,Loomis St & Jackson Blvd,60.0,41.8779,-87.662,15.232876712328768,146,-9758489.201919949,5142706.967423761
146,Loomis St & Jackson Blvd,65.0,41.8779,-87.662,15.45625,160,-9758489.201919949,5142706.967423761
146,Loomis St & Jackson Blvd,70.0,41.8779,-87.662,16.004587155963304,218,-9758489.201919949,5142706.967423761
146,Loomis St & Jackson Blvd,75.0,41.8779,-87.662,16.74660633484163,221,-9758489.201919949,5142706.967423761
146,Loomis St & Jackson Blvd,80.0,41.8779,-87.662,16.603960396039604,101,-9758489.201919949,5142706.967423761
147,Indiana Ave & 26th St,30.0,41.8457,-87.6225,2.1882352941176473,85,-9754092.082033614,5137894.002279568
147,Indiana Ave & 26th St,35.0,41.8457,-87.6225,2.4049586776859506,121,-9754092.082033614,5137894.002279568
147,Indiana Ave & 26th St,40.0,41.8457,-87.6225,2.7573529411764706,136,-9754092.082033614,5137894.002279568
147,Indiana Ave & 26th St,45.0,41.8457,-87.6225,3.536,125,-9754092.082033614,5137894.002279568
147,Indiana Ave & 26th St,50.0,41.8457,-87.6225,4.225352112676056,142,-9754092.082033614,5137894.002279568
147,Indiana Ave & 26th St,55.0,41.8457,-87.6225,5.650485436893204,103,-9754092.082033614,5137894.002279568
147,Indiana Ave & 26th St,60.0,41.8457,-87.6225,7.602836879432624,141,-9754092.082033614,5137894.002279568
147,Indiana Ave & 26th St,65.0,41.8457,-87.6225,8.7375,160,-9754092.082033614,5137894.002279568
147,Indiana Ave & 26th St,70.0,41.8457,-87.6225,9.899543378995434,219,-9754092.082033614,5137894.002279568
147,Indiana Ave & 26th St,75.0,41.8457,-87.6225,10.484018264840183,219,-9754092.082033614,5137894.002279568
147,Indiana Ave & 26th St,80.0,41.8457,-87.6225,9.900990099009901,101,-9754092.082033614,5137894.002279568
148,State St & 33rd St,30.0,41.8347,-87.6258,6.504201680672269,119,-9754459.43635323,5136250.3767921785
148,State St & 33rd St,35.0,41.8347,-87.6258,7.882352941176471,153,-9754459.43635323,5136250.3767921785
148,State St & 33rd St,40.0,41.8347,-87.6258,8.703225806451613,155,-9754459.43635323,5136250.3767921785
148,State St & 33rd St,45.0,41.8347,-87.6258,11.669014084507042,142,-9754459.43635323,5136250.3767921785
148,State St & 33rd St,50.0,41.8347,-87.6258,13.973154362416107,149,-9754459.43635323,5136250.3767921785
148,State St & 33rd St,55.0,41.8347,-87.6258,16.35238095238095,105,-9754459.43635323,5136250.3767921785
148,State St & 33rd St,60.0,41.8347,-87.6258,19.875,144,-9754459.43635323,5136250.3767921785
148,State St & 33rd St,65.0,41.8347,-87.6258,22.37012987012987,154,-9754459.43635323,5136250.3767921785
148,State St & 33rd St,70.0,41.8347,-87.6258,23.805825242718445,206,-9754459.43635323,5136250.3767921785
148,State St & 33rd St,75.0,41.8347,-87.6258,23.826291079812208,213,-9754459.43635323,5136250.3767921785
148,State St & 33rd St,80.0,41.8347,-87.6258,22.540816326530614,98,-9754459.43635323,5136250.3767921785
149,Calumet Ave & 33rd St,30.0,41.8349,-87.6179,4.495575221238938,113,-9753580.012375966,5136280.258370368
149,Calumet Ave & 33rd St,35.0,41.8349,-87.6179,4.921052631578948,152,-9753580.012375966,5136280.258370368
149,Calumet Ave & 33rd St,40.0,41.8349,-87.6179,5.6375838926174495,149,-9753580.012375966,5136280.258370368
149,Calumet Ave & 33rd St,45.0,41.8349,-87.6179,6.361702127659575,141,-9753580.012375966,5136280.258370368
149,Calumet Ave & 33rd St,50.0,41.8349,-87.6179,7.636986301369863,146,-9753580.012375966,5136280.258370368
149,Calumet Ave & 33rd St,55.0,41.8349,-87.6179,8.872549019607844,102,-9753580.012375966,5136280.258370368
149,Calumet Ave & 33rd St,60.0,41.8349,-87.6179,10.67361111111111,144,-9753580.012375966,5136280.258370368
149,Calumet Ave & 33rd St,65.0,41.8349,-87.6179,10.8375,160,-9753580.012375966,5136280.258370368
